2026-01-30 20:52:55,216 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:29:46,397 | INFO | backend.app.rag | Sending prompt to Groq
2026-01-31 00:29:46,398 | INFO | backend.app.vector_store | FAISS index size: 206
2026-01-31 00:29:46,398 | INFO | backend.app.rag | Document indexed successfully
2026-01-31 00:36:29,668 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:36:37,618 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:37:15,227 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:37:21,971 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:38:46,328 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:38:53,961 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:39:35,535 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:39:35,535 | INFO | backend.app.rag | Ingesting 7 chunks for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:35,727 | INFO | backend.app.vector_store | FAISS index size: 7
2026-01-31 00:39:35,727 | INFO | backend.app.rag | Document indexed successfully for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:45,294 | INFO | backend.app.rag | Cleared old data for session: 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:45,309 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:39:45,328 | INFO | backend.app.rag | Ingesting 7 chunks for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:45,442 | INFO | backend.app.rag | Cleared old data for session: 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:45,444 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:39:45,444 | INFO | backend.app.rag | Ingesting 7 chunks for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:45,445 | INFO | backend.app.rag | Query received from session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360: summary this document
2026-01-31 00:39:45,445 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:39:45,887 | INFO | backend.app.rag | Retrieved 0 chunks, 0 passed similarity threshold
2026-01-31 00:39:45,887 | WARNING | backend.app.rag | No relevant context found — returning I don't know
2026-01-31 00:39:45,888 | INFO | backend.app.vector_store | FAISS index size: 7
2026-01-31 00:39:45,888 | INFO | backend.app.rag | Document indexed successfully for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:48,333 | INFO | backend.app.rag | Cleared old data for session: 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:48,334 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:39:48,334 | INFO | backend.app.rag | Ingesting 7 chunks for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:48,336 | INFO | backend.app.rag | Query received from session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360: summary this document
2026-01-31 00:39:48,336 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:39:48,395 | INFO | backend.app.rag | Retrieved 0 chunks, 0 passed similarity threshold
2026-01-31 00:39:48,395 | WARNING | backend.app.rag | No relevant context found — returning I don't know
2026-01-31 00:39:48,397 | INFO | backend.app.vector_store | FAISS index size: 7
2026-01-31 00:39:48,397 | INFO | backend.app.rag | Document indexed successfully for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:49,745 | INFO | backend.app.rag | Cleared old data for session: 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:49,746 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:39:49,746 | INFO | backend.app.rag | Ingesting 7 chunks for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:49,747 | INFO | backend.app.rag | Query received from session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360: summary this document
2026-01-31 00:39:49,747 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:39:49,811 | INFO | backend.app.rag | Retrieved 0 chunks, 0 passed similarity threshold
2026-01-31 00:39:49,811 | WARNING | backend.app.rag | No relevant context found — returning I don't know
2026-01-31 00:39:49,812 | INFO | backend.app.vector_store | FAISS index size: 7
2026-01-31 00:39:49,812 | INFO | backend.app.rag | Document indexed successfully for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:50,800 | INFO | backend.app.rag | Cleared old data for session: 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:50,801 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:39:50,801 | INFO | backend.app.rag | Ingesting 7 chunks for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:39:50,803 | INFO | backend.app.rag | Query received from session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360: summary this document
2026-01-31 00:39:50,803 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:39:50,860 | INFO | backend.app.rag | Retrieved 0 chunks, 0 passed similarity threshold
2026-01-31 00:39:50,860 | WARNING | backend.app.rag | No relevant context found — returning I don't know
2026-01-31 00:39:50,860 | INFO | backend.app.vector_store | FAISS index size: 7
2026-01-31 00:39:50,860 | INFO | backend.app.rag | Document indexed successfully for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:26,423 | INFO | backend.app.rag | Cleared old data for session: 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:26,424 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:40:26,424 | INFO | backend.app.rag | Ingesting 249 chunks for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:27,809 | INFO | backend.app.vector_store | FAISS index size: 249
2026-01-31 00:40:27,809 | INFO | backend.app.rag | Document indexed successfully for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:33,170 | INFO | backend.app.rag | Cleared old data for session: 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:33,171 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:40:33,171 | INFO | backend.app.rag | Ingesting 249 chunks for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:33,177 | INFO | backend.app.rag | Query received from session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360: summary this document
2026-01-31 00:40:33,177 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:40:33,371 | INFO | backend.app.rag | Retrieved 0 chunks, 0 passed similarity threshold
2026-01-31 00:40:33,372 | WARNING | backend.app.rag | No relevant context found — returning I don't know
2026-01-31 00:40:34,298 | INFO | backend.app.vector_store | FAISS index size: 249
2026-01-31 00:40:34,298 | INFO | backend.app.rag | Document indexed successfully for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:37,894 | INFO | backend.app.rag | Cleared old data for session: 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:37,894 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:40:37,894 | INFO | backend.app.rag | Ingesting 249 chunks for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:37,900 | INFO | backend.app.rag | Query received from session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360: summary this document
2026-01-31 00:40:37,900 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:40:38,090 | INFO | backend.app.rag | Retrieved 0 chunks, 0 passed similarity threshold
2026-01-31 00:40:38,090 | WARNING | backend.app.rag | No relevant context found — returning I don't know
2026-01-31 00:40:39,026 | INFO | backend.app.vector_store | FAISS index size: 249
2026-01-31 00:40:39,027 | INFO | backend.app.rag | Document indexed successfully for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:49,578 | INFO | backend.app.rag | Cleared old data for session: 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:49,579 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:40:49,579 | INFO | backend.app.rag | Ingesting 249 chunks for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:40:49,585 | INFO | backend.app.rag | Query received from session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360: summary this document
2026-01-31 00:40:49,585 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:40:49,818 | INFO | backend.app.rag | Retrieved 0 chunks, 0 passed similarity threshold
2026-01-31 00:40:49,818 | WARNING | backend.app.rag | No relevant context found — returning I don't know
2026-01-31 00:40:50,736 | INFO | backend.app.vector_store | FAISS index size: 249
2026-01-31 00:40:50,736 | INFO | backend.app.rag | Document indexed successfully for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:44:19,447 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:44:26,145 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:44:40,910 | INFO | backend.app.rag | Cleared old data for session: 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:44:40,911 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:44:40,911 | INFO | backend.app.rag | Ingesting 7 chunks for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:44:41,034 | INFO | backend.app.vector_store | FAISS index size: 7
2026-01-31 00:44:41,034 | INFO | backend.app.rag | Document indexed successfully for session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360
2026-01-31 00:44:57,088 | INFO | backend.app.rag | Query received from session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360: summarise the document
2026-01-31 00:44:57,088 | INFO | backend.app.vector_store | Loading existing FAISS index from disk
2026-01-31 00:44:57,154 | INFO | backend.app.rag | Retrieved 3 chunks, 0 passed similarity threshold
2026-01-31 00:44:57,154 | WARNING | backend.app.rag | No relevant context found — returning I don't know
2026-01-31 00:44:58,610 | INFO | backend.app.rag | Query received from session 5c00baa4-3cc2-4e06-ae85-c4037cb0e360: summarise the document
2026-01-31 00:44:58,612 | INFO | backend.app.vector_store | Loading existing FAISS index from disk
2026-01-31 00:44:58,670 | INFO | backend.app.rag | Retrieved 3 chunks, 0 passed similarity threshold
2026-01-31 00:44:58,670 | WARNING | backend.app.rag | No relevant context found — returning I don't know
2026-01-31 00:47:07,261 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:47:13,765 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:47:40,445 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:47:40,445 | INFO | backend.app.rag | Ingesting 7 chunks for session 3f3f5c53-5086-4ca2-81f9-4f03831b89ae
2026-01-31 00:47:40,599 | INFO | backend.app.vector_store | FAISS index size: 7
2026-01-31 00:47:40,599 | INFO | backend.app.rag | Document indexed successfully for session 3f3f5c53-5086-4ca2-81f9-4f03831b89ae
2026-01-31 00:48:00,073 | INFO | backend.app.rag | Query received from session 3f3f5c53-5086-4ca2-81f9-4f03831b89ae: summarize this document
2026-01-31 00:48:00,074 | INFO | backend.app.vector_store | Loading existing FAISS index from disk
2026-01-31 00:48:00,153 | INFO | backend.app.rag | Retrieved 3 chunks, 3 passed similarity threshold
2026-01-31 00:48:19,893 | INFO | backend.app.rag | Query received from session 3f3f5c53-5086-4ca2-81f9-4f03831b89ae: summarize this document completely 
2026-01-31 00:48:19,895 | INFO | backend.app.vector_store | Loading existing FAISS index from disk
2026-01-31 00:48:19,996 | INFO | backend.app.rag | Retrieved 3 chunks, 3 passed similarity threshold
2026-01-31 00:48:55,159 | INFO | backend.app.rag | Query received from session 3f3f5c53-5086-4ca2-81f9-4f03831b89ae: what is the name of the person
2026-01-31 00:48:55,161 | INFO | backend.app.vector_store | Loading existing FAISS index from disk
2026-01-31 00:48:55,256 | INFO | backend.app.rag | Retrieved 3 chunks, 3 passed similarity threshold
2026-01-31 00:51:56,090 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:52:02,740 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:52:12,446 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:52:20,052 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:52:26,868 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:52:33,000 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 00:54:42,572 | INFO | backend.app.vector_store | Creating new FAISS index
2026-01-31 00:54:42,573 | INFO | backend.app.rag | Ingesting 7 chunks for session bf3b9693-6edc-4228-8423-a78ed4e2dda9
2026-01-31 00:54:42,778 | INFO | backend.app.vector_store | FAISS index size: 7
2026-01-31 00:54:42,778 | INFO | backend.app.rag | Document indexed successfully for session bf3b9693-6edc-4228-8423-a78ed4e2dda9
2026-01-31 00:55:22,070 | INFO | backend.app.rag | Query received from session bf3b9693-6edc-4228-8423-a78ed4e2dda9: summarise the document for me
2026-01-31 00:55:22,071 | INFO | backend.app.vector_store | Loading existing FAISS index from disk
2026-01-31 00:55:22,177 | INFO | backend.app.rag | Retrieved 5 chunks, 5 passed similarity threshold
2026-01-31 00:55:47,439 | INFO | backend.app.rag | Query received from session bf3b9693-6edc-4228-8423-a78ed4e2dda9: does he have experience 
2026-01-31 00:55:47,441 | INFO | backend.app.vector_store | Loading existing FAISS index from disk
2026-01-31 00:55:47,530 | INFO | backend.app.rag | Retrieved 5 chunks, 5 passed similarity threshold
2026-01-31 00:55:49,787 | INFO | backend.app.rag | Query received from session bf3b9693-6edc-4228-8423-a78ed4e2dda9: does he have experience 
2026-01-31 00:55:49,789 | INFO | backend.app.vector_store | Loading existing FAISS index from disk
2026-01-31 00:55:49,832 | INFO | backend.app.rag | Retrieved 5 chunks, 5 passed similarity threshold
2026-01-31 00:56:03,970 | INFO | backend.app.rag | Query received from session bf3b9693-6edc-4228-8423-a78ed4e2dda9: does he have experience of working 
2026-01-31 00:56:03,971 | INFO | backend.app.vector_store | Loading existing FAISS index from disk
2026-01-31 00:56:04,037 | INFO | backend.app.rag | Retrieved 5 chunks, 5 passed similarity threshold
2026-01-31 00:56:43,334 | INFO | backend.app.rag | Query received from session bf3b9693-6edc-4228-8423-a78ed4e2dda9: what is the education detail of him
2026-01-31 00:56:43,335 | INFO | backend.app.vector_store | Loading existing FAISS index from disk
2026-01-31 00:56:43,379 | INFO | backend.app.rag | Retrieved 5 chunks, 5 passed similarity threshold
2026-01-31 01:24:00,332 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 01:24:09,162 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 01:24:17,794 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 01:24:27,515 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 01:24:56,654 | INFO | backend.app.rag | Ingesting 7 chunks for session c3e80c91-14f5-45e1-994c-bc2ca0649416
2026-01-31 01:24:58,236 | INFO | backend.app.rag | Upload complete for session c3e80c91-14f5-45e1-994c-bc2ca0649416
2026-01-31 01:25:50,735 | WARNING | backend.app.rag | No relevant context found.
2026-01-31 01:29:21,194 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 01:29:30,439 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 01:29:55,625 | INFO | backend.app.rag | Ingesting 10 chunks for session 6aa0e54b-a765-4bfc-977f-6278869b5b38
2026-01-31 01:29:57,409 | INFO | backend.app.rag | Upload complete for session 6aa0e54b-a765-4bfc-977f-6278869b5b38
2026-01-31 01:31:47,966 | WARNING | backend.app.rag | No relevant context found.
2026-01-31 01:39:28,218 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 01:39:37,386 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 01:39:46,753 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 01:41:59,302 | INFO | backend.app.main | Ask-the-Docs backend started successfully
2026-01-31 01:42:00,569 | INFO | backend.app.rag | Ingesting 7 chunks for session a4ed3e94-23be-499f-8977-d6c5f5b4e860
2026-01-31 01:42:02,217 | INFO | backend.app.rag | Upload complete for session a4ed3e94-23be-499f-8977-d6c5f5b4e860
2026-01-31 01:43:37,562 | WARNING | backend.app.rag | No relevant context found.
2026-01-31 01:46:31,102 | WARNING | backend.app.rag | No relevant context found.
